10000
3.344622, -6.176123
1.913623, 5.446909
-9.573787, -3.757329
8.400467, -0.998850
7.837692, 5.970158
9.800303, 1.092588
7.037142, 7.957126
9.224897, 0.594703
-9.545316, 9.498578
2.068301, -0.081686
-3.846018, 8.571449
6.409345, -4.314650
-7.089881, 2.622219
-9.701970, -1.235983
-1.480632, 3.545216
-9.305855, 6.322035
7.924388, -6.618236
6.936504, 1.273744
9.302334, 3.075160
-7.869964, 7.020383
-3.852230, -8.289734
5.154366, -4.037433
-3.185046, -7.480927
1.669291, 8.554132
-8.212946, 6.765088
-1.900010, 3.716148
-4.225472, 3.596820
3.546595, 4.248717
-3.034265, 3.445867
-7.433355, 5.685544
-9.621507, -3.224887
1.516141, 7.613889
2.025046, -1.830684
-0.415597, -9.168708
8.527164, 6.340565
-1.242662, -9.857981
-5.501564, 2.391886
4.074189, 5.519729
-3.640874, -5.819481
-1.048292, 6.338800
6.238620, -0.105942
1.080550, -6.095112
8.806339, -4.377621
2.032148, 8.341776
-0.396645, -5.594585
0.667926, 6.536221
7.550971, -1.272668
-6.815589, 7.472590
-1.598302, 6.583795
7.919963, 9.933144
1.399259, 6.639253
8.756734, -3.109256
7.129101, 0.441258
7.625613, 9.156696
0.036245, -4.874665
-0.306276, -9.451503
2.239206, -2.015998
-7.064596, 1.770981
0.180052, -0.754634
-7.890972, -8.057580
5.771139, -6.115827
4.990296, -2.927670
-3.701838, -1.495179
-7.061903, -4.687205
-8.483549, -2.260332
-2.185907, -5.669474
-1.282343, -5.723470
6.516360, 6.587622
3.976723, 1.761419
3.432737, -7.287522
9.942276, -3.059307
8.759542, 7.037872
6.449117, -6.238723
9.894192, -2.974056
9.989327, 7.764165
9.917025, -3.891233
-2.527343, 6.049596
4.165043, 1.035298
0.446501, 1.283943
-2.461154, 4.286131
-2.990526, -1.557535
5.563285, 7.085177
-4.878337, 4.396895
1.079768, 0.097386
-6.916292, 5.727757
8.156624, -4.048322
8.761404, -6.089592
-1.318562, -9.883304
6.487766, 5.236448
4.832355, 8.081099
8.485733, -4.155024
0.395915, 6.311080
-4.286242, 5.186726
5.837115, 7.372280
7.444243, 4.085745
1.646357, -3.792858
1.486695, -5.578509
9.103471, -3.311883
-7.966396, 7.795759
-0.109484, -5.433963
1.925026, -7.839201
3.618355, -1.023253
-2.856674, -6.530381
-9.441067, -7.836726
-5.178688, -6.223272
4.217966, -9.140364
9.184643, -5.487392
-7.133507, 2.324240
3.370700, -3.515373
7.629841, -0.482721
-9.819778, -0.428966
9.869143, 5.327470
-1.642383, -6.732800
4.121071, 9.255406
-3.627208, 4.936220
-0.158224, -2.054726
-6.189520, 5.948970
-9.750604, 8.951722
-5.470356, -6.553005
9.532937, 6.803024
9.028782, -2.821814
-9.112810, -8.295488
-4.553806, 8.001020
-3.531196, 9.457774
5.920482, 5.149583
-5.916974, 1.012796
-1.036211, -3.848203
-3.487233, -4.268716
-4.769862, -8.855527
-3.532548, 3.208318
9.076312, -2.878527
-0.438187, -5.524776
8.718138, 2.050888
3.881222, -8.594083
-5.323377, -1.281394
-7.539499, -7.736668
-1.577917, -8.909403
6.275299, 3.155564
6.502915, 4.379542
0.117416, 6.010307
8.697352, 3.223218
-6.534621, -8.302577
-0.321094, 5.967769
2.253930, -9.258044
9.240128, -7.908553
7.584676, -1.071422
-9.263690, 1.584654
9.981393, 3.771095
5.754144, -1.328382
1.415009, -8.953723
-5.856522, -2.615525
0.165242, 7.740229
4.844800, 5.856625
9.671095, -0.555776
0.896681, 8.523111
5.995815, -6.639738
-6.454477, -4.468459
5.408693, 7.076079
0.347570, -4.653258
-8.447833, -3.947568
-4.034980, 8.356720
-9.885522, -9.851850
-5.782677, 0.989790
5.696323, 5.129636
3.030952, -6.433294
9.067840, 9.049606
-7.565597, 3.925556
-6.108335, 1.715737
4.112295, -6.414869
8.930972, 9.561786
1.523986, -0.831630
-0.470051, 8.860419
4.267483, 5.891294
-7.902249, 7.149329
-5.979983, -0.947130
-0.032748, -2.447559
-3.954201, -4.960334
-3.430167, 1.774960
3.153146, -6.747105
-1.741806, 9.519945
4.966651, -3.731151
1.822368, 0.648106
5.406340, -7.060266
-5.380339, 0.543680
-7.160382, 2.506911
4.721779, 4.685355
4.513628, 0.425262
-7.115644, 7.760879
5.581109, -9.506242
-7.260682, 6.128228
-2.083964, 4.792661
9.406735, -5.349651
3.572980, 3.236680
-6.203802, 7.859683
-0.441701, -8.367375
9.892326, 0.577106
-9.266711, -8.928475
8.400731, -1.615357
3.585520, 9.355900
-6.121501, -5.922512
-9.099484, -1.844622
-2.232012, 3.274958
-7.372977, 3.968624
-5.874199, 4.973260
6.429601, 0.984138
7.332130, 5.186108
7.697874, 6.415912
-4.356259, -8.287947
-1.267124, -0.624195
7.902572, 3.493193
0.262313, 5.957857
8.257551, 6.368487
7.397499, -6.263633
9.703939, -3.798044
-0.124461, -4.325107
3.556118, 6.783037
-7.110184, 8.946716
-0.896482, -3.061832
-2.785503, -9.166724
7.767051, -1.256006
-3.044344, -8.580774
2.638157, -1.320408
5.475877, 5.635314
4.107487, -3.506984
6.327051, 1.032373
-2.176306, -9.169774
-8.038924, -1.713559
-3.386741, 2.812364
5.772434, 0.926537
-0.154768, 5.847411
1.932165, 5.643177
