100
100.000000, 0.000000
99.802673, 6.279052
99.211470, 12.533323
98.228725, 18.738131
96.858316, 24.868989
95.105652, 30.901699
92.977649, 36.812455
90.482705, 42.577929
87.630668, 48.175367
84.432793, 53.582679
80.901699, 58.778525
77.051324, 63.742399
72.896863, 68.454711
68.454711, 72.896863
63.742399, 77.051324
58.778525, 80.901699
53.582679, 84.432793
48.175367, 87.630668
42.577929, 90.482705
36.812455, 92.977649
30.901699, 95.105652
24.868989, 96.858316
18.738131, 98.228725
12.533323, 99.211470
6.279052, 99.802673
-0.000000, 100.000000
-6.279052, 99.802673
-12.533323, 99.211470
-18.738131, 98.228725
-24.868989, 96.858316
-30.901699, 95.105652
-36.812455, 92.977649
-42.577929, 90.482705
-48.175367, 87.630668
-53.582679, 84.432793
-58.778525, 80.901699
-63.742399, 77.051324
-68.454711, 72.896863
-72.896863, 68.454711
-77.051324, 63.742399
-80.901699, 58.778525
-84.432793, 53.582679
-87.630668, 48.175367
-90.482705, 42.577929
-92.977649, 36.812455
-95.105652, 30.901699
-96.858316, 24.868989
-98.228725, 18.738131
-99.211470, 12.533323
-99.802673, 6.279052
-100.000000, -0.000000
-99.802673, -6.279052
-99.211470, -12.533323
-98.228725, -18.738131
-96.858316, -24.868989
-95.105652, -30.901699
-92.977649, -36.812455
-90.482705, -42.577929
-87.630668, -48.175367
-84.432793, -53.582679
-80.901699, -58.778525
-77.051324, -63.742399
-72.896863, -68.454711
-68.454711, -72.896863
-63.742399, -77.051324
-58.778525, -80.901699
-53.582679, -84.432793
-48.175367, -87.630668
-42.577929, -90.482705
-36.812455, -92.977649
-30.901699, -95.105652
-24.868989, -96.858316
-18.738131, -98.228725
-12.533323, -99.211470
-6.279052, -99.802673
-0.000000, -100.000000
6.279052, -99.802673
12.533323, -99.211470
18.738131, -98.228725
24.868989, -96.858316
30.901699, -95.105652
36.812455, -92.977649
42.577929, -90.482705
48.175367, -87.630668
53.582679, -84.432793
58.778525, -80.901699
63.742399, -77.051324
68.454711, -72.896863
72.896863, -68.454711
77.051324, -63.742399
80.901699, -58.778525
84.432793, -53.582679
87.630668, -48.175367
90.482705, -42.577929
92.977649, -36.812455
95.105652, -30.901699
96.858316, -24.868989
98.228725, -18.738131
99.211470, -12.533323
99.802673, -6.279052
